oid,proname,pronamespace,proowner,prolang,procost,prorows,provariadic,prosupport,prokind,prosecdef,proleakproof,proisstrict,proretset,provolatile,proparallel,pronargs,pronargdefaults,prorettype,proargtypes,proallargtypes,proargmodes,proargnames,proargdefaults,protrftypes,prosrc,probin,prosqlbody,proconfig,proacl
1619,pg_typeof,11,10,12,1,0,0,0,f,f,f,f,f,s,s,1,0,2206,2276,,,,,,pg_typeof,,,,
6315,pg_basetype,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,2206,2206,,,,,,pg_basetype,,,,
3162,pg_collation_for,11,10,12,1,0,0,0,f,f,f,f,f,s,s,1,0,25,2276,,,,,,pg_collation_for,,,,
3842,pg_relation_is_updatable,11,10,12,10,0,0,0,f,f,f,t,f,s,s,2,0,23,2205 16,,,,,,pg_relation_is_updatable,,,,
3843,pg_column_is_updatable,11,10,12,10,0,0,0,f,f,f,t,f,s,s,3,0,16,2205 21 16,,,,,,pg_column_is_updatable,,,,
6120,pg_get_replica_identity_index,11,10,12,10,0,0,0,f,f,f,t,f,s,s,1,0,2205,2205,,,,,,pg_get_replica_identity_index,,,,
1250,unique_key_recheck,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,unique_key_recheck,,,,
1644,RI_FKey_check_ins,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_check_ins,,,,
1645,RI_FKey_check_upd,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_check_upd,,,,
1646,RI_FKey_cascade_del,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_cascade_del,,,,
1647,RI_FKey_cascade_upd,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_cascade_upd,,,,
1648,RI_FKey_restrict_del,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_restrict_del,,,,
1649,RI_FKey_restrict_upd,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_restrict_upd,,,,
1650,RI_FKey_setnull_del,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_setnull_del,,,,
1651,RI_FKey_setnull_upd,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_setnull_upd,,,,
1652,RI_FKey_setdefault_del,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_setdefault_del,,,,
1653,RI_FKey_setdefault_upd,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_setdefault_upd,,,,
1654,RI_FKey_noaction_del,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_noaction_del,,,,
1655,RI_FKey_noaction_upd,11,10,12,1,0,0,0,f,f,f,t,f,v,s,0,0,2279,"",,,,,,RI_FKey_noaction_upd,,,,
1666,varbiteq,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,1562 1562,,,,,,biteq,,,,
1667,varbitne,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,1562 1562,,,,,,bitne,,,,
1668,varbitge,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,1562 1562,,,,,,bitge,,,,
1669,varbitgt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,1562 1562,,,,,,bitgt,,,,
1670,varbitle,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,1562 1562,,,,,,bitle,,,,
1671,varbitlt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,1562 1562,,,,,,bitlt,,,,
1672,varbitcmp,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,23,1562 1562,,,,,,bitcmp,,,,
1673,bitand,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1560,1560 1560,,,,,,bit_and,,,,
1674,bitor,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1560,1560 1560,,,,,,bit_or,,,,
1675,bitxor,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1560,1560 1560,,,,,,bitxor,,,,
1676,bitnot,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1560,1560,,,,,,bitnot,,,,
1677,bitshiftleft,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1560,1560 23,,,,,,bitshiftleft,,,,
1678,bitshiftright,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1560,1560 23,,,,,,bitshiftright,,,,
1679,bitcat,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1562,1562 1562,,,,,,bitcat,,,,
1680,substring,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,1560,1560 23 23,,,,,,bitsubstr,,,,
1681,length,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1560,,,,,,bitlength,,,,
1682,octet_length,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1560,,,,,,bitoctetlength,,,,
1683,bit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1560,23 23,,,,,,bitfromint4,,,,
1684,int4,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1560,,,,,,bittoint4,,,,
1685,bit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,1560,1560 23 16,,,,,,bit,,,,
3158,varbit_support,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2281,2281,,,,,,varbit_support,,,,
1687,varbit,11,10,12,1,0,0,3158,f,f,f,t,f,i,s,3,0,1562,1562 23 16,,,,,,varbit,,,,
1698,position,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,23,1560 1560,,,,,,bitposition,,,,
1699,substring,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1560,1560 23,,,,,,bitsubstr_no_len,,,,
922,network_le,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,869 869,,,,,,network_le,,,,
3030,overlay,11,10,12,1,0,0,0,f,f,f,t,f,i,s,4,0,1560,1560 1560 23 23,,,,,,bitoverlay,,,,
3031,overlay,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,1560,1560 1560 23,,,,,,bitoverlay_no_len,,,,
3032,get_bit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,23,1560 23,,,,,,bitgetbit,,,,
3033,set_bit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,1560,1560 23 23,,,,,,bitsetbit,,,,
6162,bit_count,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,20,1560,,,,,,bit_bit_count,,,,
436,macaddr_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,829,2275,,,,,,macaddr_in,,,,
437,macaddr_out,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,829,,,,,,macaddr_out,,,,
753,trunc,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,829,829,,,,,,macaddr_trunc,,,,
830,macaddr_eq,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,829 829,,,,,,macaddr_eq,,,,
831,macaddr_lt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,829 829,,,,,,macaddr_lt,,,,
832,macaddr_le,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,829 829,,,,,,macaddr_le,,,,
833,macaddr_gt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,829 829,,,,,,macaddr_gt,,,,
834,macaddr_ge,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,829 829,,,,,,macaddr_ge,,,,
835,macaddr_ne,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,829 829,,,,,,macaddr_ne,,,,
836,macaddr_cmp,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,23,829 829,,,,,,macaddr_cmp,,,,
3144,macaddr_not,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,829,829,,,,,,macaddr_not,,,,
3145,macaddr_and,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,829,829 829,,,,,,macaddr_and,,,,
3146,macaddr_or,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,829,829 829,,,,,,macaddr_or,,,,
3359,macaddr_sortsupport,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2278,2281,,,,,,macaddr_sortsupport,,,,
4110,macaddr8_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,774,2275,,,,,,macaddr8_in,,,,
4111,macaddr8_out,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,774,,,,,,macaddr8_out,,,,
4112,trunc,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,774,774,,,,,,macaddr8_trunc,,,,
4113,macaddr8_eq,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,774 774,,,,,,macaddr8_eq,,,,
4114,macaddr8_lt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,774 774,,,,,,macaddr8_lt,,,,
4115,macaddr8_le,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,774 774,,,,,,macaddr8_le,,,,
4116,macaddr8_gt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,774 774,,,,,,macaddr8_gt,,,,
4117,macaddr8_ge,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,774 774,,,,,,macaddr8_ge,,,,
4118,macaddr8_ne,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,774 774,,,,,,macaddr8_ne,,,,
4119,macaddr8_cmp,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,23,774 774,,,,,,macaddr8_cmp,,,,
4120,macaddr8_not,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,774,774,,,,,,macaddr8_not,,,,
4121,macaddr8_and,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,774,774 774,,,,,,macaddr8_and,,,,
4122,macaddr8_or,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,774,774 774,,,,,,macaddr8_or,,,,
4123,macaddr8,11,10,12,1,0,0,0,f,f,t,t,f,i,s,1,0,774,829,,,,,,macaddrtomacaddr8,,,,
4124,macaddr,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,829,774,,,,,,macaddr8tomacaddr,,,,
4125,macaddr8_set7bit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,774,774,,,,,,macaddr8_set7bit,,,,
910,inet_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,869,2275,,,,,,inet_in,,,,
911,inet_out,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,869,,,,,,inet_out,,,,
1267,cidr_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,650,2275,,,,,,cidr_in,,,,
1427,cidr_out,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,650,,,,,,cidr_out,,,,
920,network_eq,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,869 869,,,,,,network_eq,,,,
921,network_lt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,869 869,,,,,,network_lt,,,,
923,network_gt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,869 869,,,,,,network_gt,,,,
924,network_ge,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,869 869,,,,,,network_ge,,,,
925,network_ne,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,869 869,,,,,,network_ne,,,,
3562,network_larger,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,869,869 869,,,,,,network_larger,,,,
3563,network_smaller,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,869,869 869,,,,,,network_smaller,,,,
926,network_cmp,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,23,869 869,,,,,,network_cmp,,,,
927,network_sub,11,10,12,1,0,0,1173,f,f,f,t,f,i,s,2,0,16,869 869,,,,,,network_sub,,,,
928,network_subeq,11,10,12,1,0,0,1173,f,f,f,t,f,i,s,2,0,16,869 869,,,,,,network_subeq,,,,
929,network_sup,11,10,12,1,0,0,1173,f,f,f,t,f,i,s,2,0,16,869 869,,,,,,network_sup,,,,
930,network_supeq,11,10,12,1,0,0,1173,f,f,f,t,f,i,s,2,0,16,869 869,,,,,,network_supeq,,,,
1173,network_subset_support,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2281,2281,,,,,,network_subset_support,,,,
3551,network_overlap,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,869 869,,,,,,network_overlap,,,,
5033,network_sortsupport,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2278,2281,,,,,,network_sortsupport,,,,
598,abbrev,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,25,869,,,,,,inet_abbrev,,,,
599,abbrev,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,25,650,,,,,,cidr_abbrev,,,,
605,set_masklen,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,869,869 23,,,,,,inet_set_masklen,,,,
635,set_masklen,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,650,650 23,,,,,,cidr_set_masklen,,,,
711,family,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,869,,,,,,network_family,,,,
683,network,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,650,869,,,,,,network_network,,,,
696,netmask,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,869,869,,,,,,network_netmask,,,,
697,masklen,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,869,,,,,,network_masklen,,,,
698,broadcast,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,869,869,,,,,,network_broadcast,,,,
699,host,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,25,869,,,,,,network_host,,,,
730,text,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,25,869,,,,,,network_show,,,,
1362,hostmask,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,869,869,,,,,,network_hostmask,,,,
1715,cidr,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,650,869,,,,,,inet_to_cidr,,,,
2196,inet_client_addr,11,10,12,1,0,0,0,f,f,f,f,f,s,r,0,0,869,"",,,,,,inet_client_addr,,,,
2197,inet_client_port,11,10,12,1,0,0,0,f,f,f,f,f,s,r,0,0,23,"",,,,,,inet_client_port,,,,
2198,inet_server_addr,11,10,12,1,0,0,0,f,f,f,f,f,s,r,0,0,869,"",,,,,,inet_server_addr,,,,
2199,inet_server_port,11,10,12,1,0,0,0,f,f,f,f,f,s,r,0,0,23,"",,,,,,inet_server_port,,,,
2627,inetnot,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,869,869,,,,,,inetnot,,,,
2628,inetand,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,869,869 869,,,,,,inetand,,,,
2629,inetor,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,869,869 869,,,,,,inetor,,,,
2630,inetpl,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,869,869 20,,,,,,inetpl,,,,
2632,inetmi_int8,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,869,869 20,,,,,,inetmi_int8,,,,
2633,inetmi,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,20,869 869,,,,,,inetmi,,,,
4071,inet_same_family,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,869 869,,,,,,inet_same_family,,,,
4063,inet_merge,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,650,869 869,,,,,,inet_merge,,,,
3553,inet_gist_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,5,0,16,2281 869 21 26 2281,,,,,,inet_gist_consistent,,,,
3554,inet_gist_union,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,869,2281 2281,,,,,,inet_gist_union,,,,
3555,inet_gist_compress,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2281,2281,,,,,,inet_gist_compress,,,,
3573,inet_gist_fetch,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2281,2281,,,,,,inet_gist_fetch,,,,
3557,inet_gist_penalty,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,2281,2281 2281 2281,,,,,,inet_gist_penalty,,,,
3558,inet_gist_picksplit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,2281,2281 2281,,,,,,inet_gist_picksplit,,,,
3559,inet_gist_same,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,2281,869 869 2281,,,,,,inet_gist_same,,,,
3795,inet_spg_config,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,2278,2281 2281,,,,,,inet_spg_config,,,,
3796,inet_spg_choose,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,2278,2281 2281,,,,,,inet_spg_choose,,,,
3797,inet_spg_picksplit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,2278,2281 2281,,,,,,inet_spg_picksplit,,,,
3798,inet_spg_inner_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,2278,2281 2281,,,,,,inet_spg_inner_consistent,,,,
3799,inet_spg_leaf_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,2281 2281,,,,,,inet_spg_leaf_consistent,,,,
3560,networksel,11,10,12,1,0,0,0,f,f,f,t,f,s,s,4,0,701,2281 26 2281 23,,,,,,networksel,,,,
3561,networkjoinsel,11,10,12,1,0,0,0,f,f,f,t,f,s,s,5,0,701,2281 26 2281 21 2281,,,,,,networkjoinsel,,,,
1690,time_mi_time,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1186,1083 1083,,,,,,time_mi_time,,,,
1691,boolle,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,16 16,,,,,,boolle,,,,
1692,boolge,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,16 16,,,,,,boolge,,,,
1693,btboolcmp,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,23,16 16,,,,,,btboolcmp,,,,
1688,time_hash,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1083,,,,,,time_hash,,,,
3409,time_hash_extended,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,20,1083 20,,,,,,time_hash_extended,,,,
1696,timetz_hash,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1266,,,,,,timetz_hash,,,,
3410,timetz_hash_extended,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,20,1266 20,,,,,,timetz_hash_extended,,,,
1697,interval_hash,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1186,,,,,,interval_hash,,,,
3418,interval_hash_extended,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,20,1186 20,,,,,,interval_hash_extended,,,,
1701,numeric_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,1700,2275 26 23,,,,,,numeric_in,,,,
1702,numeric_out,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,1700,,,,,,numeric_out,,,,
2917,numerictypmodin,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1263,,,,,,numerictypmodin,,,,
2918,numerictypmodout,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,23,,,,,,numerictypmodout,,,,
3157,numeric_support,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2281,2281,,,,,,numeric_support,,,,
1703,numeric,11,10,12,1,0,0,3157,f,f,f,t,f,i,s,2,0,1700,1700 23,,,,,,numeric,,,,
1704,numeric_abs,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_abs,,,,
1705,abs,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_abs,,,,
1706,sign,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_sign,,,,
1707,round,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 23,,,,,,numeric_round,,,,
1709,trunc,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 23,,,,,,numeric_trunc,,,,
1711,ceil,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_ceil,,,,
2167,ceiling,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_ceil,,,,
1712,floor,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_floor,,,,
1718,numeric_eq,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,1700 1700,,,,,,numeric_eq,,,,
1719,numeric_ne,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,1700 1700,,,,,,numeric_ne,,,,
1720,numeric_gt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,1700 1700,,,,,,numeric_gt,,,,
1721,numeric_ge,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,1700 1700,,,,,,numeric_ge,,,,
1722,numeric_lt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,1700 1700,,,,,,numeric_lt,,,,
1723,numeric_le,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,1700 1700,,,,,,numeric_le,,,,
1724,numeric_add,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_add,,,,
1725,numeric_sub,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_sub,,,,
1726,numeric_mul,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_mul,,,,
1727,numeric_div,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_div,,,,
1728,mod,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_mod,,,,
1729,numeric_mod,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_mod,,,,
5048,gcd,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_gcd,,,,
5049,lcm,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_lcm,,,,
1730,sqrt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_sqrt,,,,
1731,numeric_sqrt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_sqrt,,,,
1732,exp,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_exp,,,,
1733,numeric_exp,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_exp,,,,
1734,ln,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_ln,,,,
1735,numeric_ln,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_ln,,,,
1736,log,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_log,,,,
1737,numeric_log,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_log,,,,
1738,pow,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_power,,,,
2169,power,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_power,,,,
1739,numeric_power,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_power,,,,
3281,scale,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1700,,,,,,numeric_scale,,,,
5042,min_scale,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1700,,,,,,numeric_min_scale,,,,
5043,trim_scale,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_trim_scale,,,,
1740,numeric,11,10,12,1,0,0,0,f,f,t,t,f,i,s,1,0,1700,23,,,,,,int4_numeric,,,,
1742,numeric,11,10,12,1,0,0,0,f,f,t,t,f,i,s,1,0,1700,700,,,,,,float4_numeric,,,,
1743,numeric,11,10,12,1,0,0,0,f,f,t,t,f,i,s,1,0,1700,701,,,,,,float8_numeric,,,,
1744,int4,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,1700,,,,,,numeric_int4,,,,
1745,float4,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,700,1700,,,,,,numeric_float4,,,,
1746,float8,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,701,1700,,,,,,numeric_float8,,,,
1973,div,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_div_trunc,,,,
1980,numeric_div_trunc,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_div_trunc,,,,
2170,width_bucket,11,10,12,1,0,0,0,f,f,f,t,f,i,s,4,0,23,1700 1700 1700 23,,,,,,width_bucket_numeric,,,,
1747,time_pl_interval,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1083,1083 1186,,,,,,time_pl_interval,,,,
1748,time_mi_interval,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1083,1083 1186,,,,,,time_mi_interval,,,,
1749,timetz_pl_interval,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1266,1266 1186,,,,,,timetz_pl_interval,,,,
1750,timetz_mi_interval,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1266,1266 1186,,,,,,timetz_mi_interval,,,,
1764,numeric_inc,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_inc,,,,
1766,numeric_smaller,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_smaller,,,,
1767,numeric_larger,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,1700 1700,,,,,,numeric_larger,,,,
1769,numeric_cmp,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,23,1700 1700,,,,,,numeric_cmp,,,,
3283,numeric_sortsupport,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2278,2281,,,,,,numeric_sortsupport,,,,
1771,numeric_uminus,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1700,1700,,,,,,numeric_uminus,,,,
1779,int8,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,20,1700,,,,,,numeric_int8,,,,
1781,numeric,11,10,12,1,0,0,0,f,f,t,t,f,i,s,1,0,1700,20,,,,,,int8_numeric,,,,
1782,numeric,11,10,12,1,0,0,0,f,f,t,t,f,i,s,1,0,1700,21,,,,,,int2_numeric,,,,
1783,int2,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,21,1700,,,,,,numeric_int2,,,,
6103,pg_lsn,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3220,1700,,,,,,numeric_pg_lsn,,,,
3556,bool,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,16,3802,,,,,,jsonb_bool,,,,
